algorithm,graph_size,nodes,edges,execution_time_ms,memory_usage_mb,path_length,iterations,complexity,source,timestamp
Floyd-Warshall,large,1247,35646,200458.708,1.213,12,1947,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,1920,39793,169954.163,1.303,9,3080,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,2062,21288,112467.777,0.644,11,4597,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,2296,11444,69496.559,0.36,17,4908,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,2446,6432,52596.906,0.234,10,4836,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,2551,8206,50569.187,0.274,15,6566,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,2579,14920,99122.213,0.539,19,4062,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,2695,47216,290280.812,1.372,17,5927,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,2758,10374,76230.136,0.366,20,5178,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,2862,42199,198517.762,1.314,11,5567,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,2946,18662,111315.112,0.633,8,7178,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,2969,9134,68972.409,0.336,18,5061,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3044,42532,231148.462,1.236,6,4535,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3050,26832,130388.058,0.781,18,4563,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3251,20669,113505.83,0.74,7,6472,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3256,36251,196639.098,1.205,9,5942,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,3297,32999,195591.557,1.149,9,6468,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3353,22071,111492.727,0.792,14,6951,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3367,47279,225234.517,1.591,12,6725,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3586,11383,66597.706,0.393,12,7376,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3695,10969,63390.595,0.369,10,7918,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3697,34565,208599.832,1.105,18,5289,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3744,6756,49069.487,0.268,10,7135,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3796,39840,261698.042,1.257,18,8155,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3830,25226,156819.215,0.78,13,8220,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,3855,13807,89935.473,0.525,15,5430,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,3905,30646,150590.132,0.96,16,5846,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,4113,48442,238636.139,1.403,20,9005,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,4118,31073,187141.82,0.955,13,8866,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,4150,35637,199958.641,1.179,8,6635,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,4542,8791,67223.14,0.318,5,6818,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,4579,19908,106259.414,0.651,12,7548,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,5017,20911,130417.711,0.717,16,10621,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5246,49928,253181.688,1.631,8,11075,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,5454,6647,52570.027,0.292,6,8864,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5463,48351,249142.665,1.711,20,11803,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5479,43644,210550.102,1.344,8,14079,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5523,48615,262752.486,1.467,5,9545,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,5719,30546,199555.739,1.019,20,13491,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5761,41721,262818.768,1.388,7,13728,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,5781,24598,171782.992,0.781,8,8904,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,5842,27540,166254.335,0.988,18,11655,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,6071,48819,286473.569,1.484,12,15386,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,6149,6348,72502.035,0.307,13,12296,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,6171,26513,136201.195,0.916,7,12092,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,6730,20511,141475.268,0.682,14,14820,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,7009,41817,221447.38,1.261,18,11167,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,7021,35152,190306.803,1.132,14,17190,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,7059,12584,98195.871,0.511,16,16420,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,7226,34640,223891.029,1.207,8,17534,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,7299,23502,155134.664,0.857,14,18758,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,7349,42832,265266.377,1.466,15,17849,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,7354,6388,67565.805,0.278,5,14000,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,7567,22791,166253.097,0.773,8,13152,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,7817,46670,245628.383,1.682,11,15916,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,7937,32929,201094.424,1.163,13,16687,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,8072,44716,232575.842,1.549,8,12777,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,8499,24400,139793.909,0.795,19,16051,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,8638,9973,96979.367,0.432,17,13973,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,8655,44469,233145.303,1.396,13,16104,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,8926,32677,221230.161,1.139,10,22892,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,8942,21539,169129.633,0.807,6,22755,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,8983,42437,223651.035,1.351,18,21219,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9137,48487,240424.014,1.609,8,17074,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9186,44241,265057.455,1.48,17,13735,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9218,40694,216343.427,1.287,19,19600,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9246,28077,196507.879,1.097,8,23473,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9321,14925,124804.722,0.574,6,23952,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9375,39970,202366.516,1.353,15,20457,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.429872
Floyd-Warshall,large,9397,11131,119873.257,0.493,10,20771,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9515,47190,311919.09,1.677,18,19876,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,large,9634,13800,130093.979,0.52,8,23331,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9753,23799,155864.212,0.947,6,14773,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9798,20911,181445.895,0.776,9,21164,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9861,19637,162062.911,0.821,14,15170,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9964,33332,177535.155,1.089,16,23988,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.428864
Floyd-Warshall,large,9969,11704,114627.237,0.467,20,19224,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,107,3367,15610.439,0.099,9,254,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,112,4128,25095.517,0.115,9,176,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,117,3816,19130.141,0.115,9,211,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,127,4689,28017.975,0.151,11,242,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,161,1877,8952.2,0.059,14,341,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,168,3335,14889.487,0.103,12,420,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,168,3019,13036.934,0.092,6,409,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,189,1801,8410.302,0.054,13,287,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,216,1653,10848.756,0.057,10,480,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,218,1049,5710.521,0.033,5,538,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,218,3085,16602.46,0.094,12,309,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,222,4009,22986.04,0.114,14,440,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,231,2901,15040.913,0.101,6,494,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,244,2095,12317.645,0.067,5,554,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,249,4959,30106.817,0.152,5,362,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,250,1082,6989.232,0.037,10,452,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,254,592,4108.363,0.022,20,464,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,255,1735,10050.943,0.053,6,435,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,273,3057,14193.625,0.1,16,702,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,275,1147,8389.538,0.04,20,583,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,277,2203,14069.254,0.068,17,640,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,282,1143,8353.573,0.042,10,503,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,293,3391,16692.785,0.111,14,740,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,304,2777,12354.731,0.087,15,616,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,316,1707,8136.202,0.061,11,636,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,327,2741,18024.442,0.083,20,669,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,345,3699,18039.425,0.113,17,799,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,350,2955,17998.828,0.09,9,509,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,350,3145,20332.026,0.1,10,758,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,352,2618,17056.412,0.091,19,812,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,386,2204,11900.374,0.08,8,574,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,401,4629,20385.444,0.147,10,801,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,413,4204,20477.124,0.121,6,646,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,437,1051,8459.552,0.036,12,1022,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,460,950,7586.209,0.033,10,1169,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,475,2878,17349.88,0.087,16,1057,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,497,1254,10116.308,0.044,7,1246,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,499,2558,18257.602,0.08,18,1236,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,503,3756,17265.059,0.132,12,900,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,506,4643,28943.584,0.163,19,747,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,514,1242,8312.477,0.047,14,1229,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,520,4163,26709.797,0.133,11,801,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,522,3996,20691.448,0.136,11,875,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,523,2921,17758.587,0.105,19,1213,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,medium,529,2380,12771.222,0.073,14,1235,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,535,1528,8986.311,0.059,16,1352,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,555,2468,16701.198,0.083,6,1259,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,563,2379,12890.496,0.08,11,1340,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,565,3882,19327.728,0.134,13,944,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,573,2639,16621.013,0.088,8,1158,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,578,1957,14293.253,0.07,11,1445,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,586,644,7336.728,0.03,13,1082,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,610,450,4371.32,0.024,12,1566,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,621,2146,15895.315,0.081,7,1116,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,640,1904,11691.611,0.061,19,1321,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,656,4909,25762.024,0.176,17,993,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,664,3783,25385.523,0.113,9,1069,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,691,1261,11295.363,0.051,16,1216,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,691,4390,29155.157,0.148,18,1419,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,692,4640,30307.327,0.146,6,1063,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,697,4427,30322.507,0.147,8,1339,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,701,3083,16993.482,0.111,9,1592,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,724,1296,11890.661,0.046,5,1682,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,753,4888,25824.921,0.159,11,1899,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,770,1153,10141.44,0.049,12,1746,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,786,3691,22404.292,0.131,10,1791,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,798,2003,13558.072,0.078,6,2024,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,medium,814,3699,18472.081,0.137,5,1829,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,831,1218,9081.204,0.054,18,1544,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,843,1209,11977.853,0.048,7,1193,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.427358
Floyd-Warshall,medium,877,3499,19053.669,0.115,10,1910,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,880,3076,19229.461,0.117,14,2073,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,medium,892,607,7403.701,0.033,18,1759,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,896,4005,22733.647,0.135,19,2143,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,926,1101,8362.432,0.05,18,1629,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,medium,934,4753,29071.206,0.145,11,2232,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,942,3930,27283.164,0.129,10,1838,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,949,4583,27902.737,0.156,11,2252,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,951,1535,13348.588,0.061,5,1599,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,958,1154,11690.988,0.048,16,2044,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,965,2887,22953.237,0.099,5,2203,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,977,3501,25307.741,0.125,16,1781,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.425359
Floyd-Warshall,medium,990,4174,25128.989,0.14,18,1875,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.426360
Floyd-Warshall,small,10,156,686.031,0.005,1,14,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,11,131,620.069,0.004,6,18,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,11,44,238.345,0.002,5,15,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,12,135,602.066,0.004,5,20,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,13,108,583.793,0.003,5,32,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,13,281,1503.388,0.01,5,18,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,14,119,694.586,0.004,5,24,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,15,230,1062.415,0.008,5,32,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,15,217,1303.605,0.007,5,22,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,16,74,392.979,0.003,6,22,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,17,216,1033.606,0.007,6,28,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,17,262,1171.188,0.009,5,31,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,19,267,1452.594,0.008,5,41,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,19,226,1208.897,0.007,6,44,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,20,211,1370.081,0.007,5,39,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,21,66,356.827,0.003,5,47,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,21,285,1560.839,0.01,6,40,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,22,203,1002.343,0.007,6,44,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,22,260,1510.892,0.009,6,50,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,22,213,1240.628,0.006,5,50,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,23,266,1283.676,0.008,5,55,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,24,251,1325.592,0.008,6,52,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,25,213,1225.245,0.007,6,55,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,25,250,1304.873,0.008,5,42,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,26,94,656.537,0.003,5,59,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,28,56,493.847,0.002,6,65,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,28,24,243.93,0.001,6,43,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,29,207,1133.537,0.007,6,67,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,29,202,997.347,0.006,5,49,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,31,132,923.11,0.004,6,65,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,37,230,1267.133,0.008,6,67,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,44,183,1221.091,0.006,5,112,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,45,68,658.496,0.003,6,95,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,45,51,440.807,0.002,6,87,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.424347
Floyd-Warshall,small,48,239,1195.212,0.008,5,113,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,49,229,1259.246,0.008,6,80,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,49,224,1327.875,0.008,6,82,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
Floyd-Warshall,small,49,142,825.662,0.005,5,99,O(V³),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.422831
